type typecode name_p address province city area lat lng telephone tag
医疗保健服务;医药保健销售店;药房 090601 国大药房 新华路南段锦绣花园小区对面附近 河南省 平顶山市 湛河区 113.320386 33.713052 [] []
医疗保健服务;综合医院;综合医院 090100 平顶山煤业(集团)四矿职工医院 四矿路西100米 河南省 平顶山市 新华区 113.268355 33.768990 [] []
医疗保健服务;综合医院;综合医院 090100 平顶山三梭医院 公园北街青少年宫对面三梭医院3楼男科 河南省 平顶山市 新华区 113.300681 33.731224 0375-2366333 男科
医疗保健服务;医药保健销售店;药房 090601 国大药房 六矿路西50米 河南省 平顶山市 新华区 113.236954 33.781705 [] []
医疗保健服务;医药保健销售店;药房 090601 国大药房(开源路店) 开源路东50米 河南省 平顶山市 湛河区 113.307664 33.721976 [] []
科教文化服务;学校;幼儿园 141204 明星幼儿园 新华路与老南环路交叉口向东200米 河南省 平顶山市 湛河区 113.320698 33.720101 [] []
医疗保健服务;医药保健销售店;药房 090601 国大药房旗舰店 建设路946附2附近 河南省 平顶山市 湛河区 113.307791 33.723097 [] []
科教文化服务;学校;幼儿园 141204 山木艺术幼儿园 G36宁洛高速附近 河南省 平顶山市 湛河区 113.270641 33.724558 [] []
医疗保健服务;医药保健销售店;药房 090601 众康大药房(万和店) 姚电大道恒大名都售楼部对面 河南省 平顶山市 湛河区 113.263727 33.725173 [] []
科教文化服务;学校;幼儿园 141204 未来之星幼儿园 南环路49号附近 河南省 平顶山市 湛河区 113.293945 33.719855 [] []
科教文化服务;学校;幼儿园 141204 贝多利亚国际幼儿园 开源路与神马大道交叉口东200米路北 河南省 平顶山市 湛河区 113.311570 33.718148 [] []
医疗保健服务;医药保健销售店;药房 090601 国大药房(河南七二店) 新新街与新新路交叉口南50米 河南省 平顶山市 新华区 113.238183 33.783263 [] []
科教文化服务;学校;幼儿园 141204 小雨点幼儿园 [] 河南省 平顶山市 卫东区 113.406806 33.744157 [] []
科教文化服务;学校;幼儿园 141204 金子塔学前班幼儿园 天使东街38附2附近 河南省 平顶山市 卫东区 113.331630 33.738045 0375-6157160;13592194942 []
科教文化服务;学校;幼儿园 141204 平顶山卫东区金子塔精品幼儿园 建设路与诚朴路交叉口东50米 河南省 平顶山市 卫东区 113.333123 33.735673 [] []
生活服务;洗衣店;洗衣店 071500 美国UCC国际洗衣 同心路2号附近 河南省 平顶山市 新华区 113.182717 33.775122 [] []
科教文化服务;学校;幼儿园 141204 世纪阳光幼儿园 平安大道北100米 河南省 平顶山市 卫东区 113.343266 33.750220 [] []
科教文化服务;学校;幼儿园 141204 爱丁堡双语幼教 新华路与湛南路交叉口往东50米路南胡同里 河南省 平顶山市 湛河区 113.323047 33.725677 0375-8888891 []
科教文化服务;学校;幼儿园 141204 爱心幼儿园学前教育中心 东环路吴寨村 河南省 平顶山市 卫东区 113.344807 33.744777 [] []
科教文化服务;学校;幼儿园 141204 清华双语幼儿园 高阳路街道神马大道西村高路小学斜对面 河南省 平顶山市 湛河区 113.335782 33.709361 [] []
科教文化服务;学校;幼儿园 141204 爱的教育幼儿园 湛河北路北100米 河南省 平顶山市 湛河区 113.333206 33.730292 15036851395;13939963567 []
科教文化服务;学校;幼儿园 141204 德才艺术幼儿园 新南环路南50米 河南省 平顶山市 湛河区 113.333267 33.709108 [] []
医疗保健服务;综合医院;卫生院 090102 沁园社区卫生服务部(沁园中路) 东风路与沁园中路交叉口南100米 河南省 平顶山市 湛河区 113.336239 33.723196 [] []
生活服务;洗衣店;洗衣店 071500 美国GEP干洗 凌云路西100米 河南省 平顶山市 新华区 113.279601 33.749186 [] []
医疗保健服务;医药保健销售店;药房 090601 众康大药房(岳庄店) 培英路岳庄村87号 河南省 平顶山市 新华区 113.303380 33.752030 [] []
生活服务;洗衣店;洗衣店 071500 美国UCC国际洗衣 矿工路与长青路交叉口西100米附近 河南省 平顶山市 新华区 113.287780 33.751120 [] []
生活服务;电讯营业厅;中国电信营业厅|购物服务;家电电子卖场;手机销售 070601|060305 中国电信(一龙专营店) 矿工路西200米附近 河南省 平顶山市 新华区 113.282417 33.753530 [] []
生活服务;洗衣店;洗衣店 071500 碧绿阁洗衣 新建路与长青路交叉口西50米 河南省 平顶山市 新华区 113.287240 33.749534 [] []
生活服务;摄影冲印店;摄影冲印 071300 叶县邓李乡天意婚纱摄影店 023县道南50米 河南省 平顶山市 叶县 113.501576 33.675967 0375-8625092;13783275095 []
科教文化服务;学校;幼儿园 141204 起点学前班 鸿鹰街道贸易广场卉大世界南头路西 河南省 平顶山市 卫东区 113.361977 33.730205 [] []
科教文化服务;学校;幼儿园 141204 百花幼儿园 杨东佳苑往前走向左拐左拐 河南省 平顶山市 卫东区 113.359831 33.730589 [] []
医疗保健服务;医药保健销售店;药房 090601 国大药房(一百六十店) 西市场优胜小区院内路东(原医药公司批发部) 河南省 平顶山市 新华区 113.275487 33.756885 0375-2180890 []
科教文化服务;学校;幼儿园 141204 百花幼儿园三分园 东环路东100米 河南省 平顶山市 卫东区 113.353580 33.731271 [] []
生活服务;洗衣店;洗衣店 071500 奥特·洗福莱洗衣会所 向阳路西段93号附近 河南省 平顶山市 郏县 113.222516 33.979335 [] []
生活服务;洗衣店;洗衣店 071500 天洁洗衣擦鞋店 文博路与行政路交叉口东100米 河南省 平顶山市 郏县 113.245418 33.972594 18137598510 []
生活服务;洗衣店;洗衣店 071500 美国UCC国际洗衣 文博路与龙山大道交叉口南100米 河南省 平顶山市 郏县 113.244772 33.974234 15038868768 []
