type typecode name_p address province city area lat lng telephone tag
风景名胜;风景名胜;风景名胜 110200 大明寺 006乡道北50米 河南省 平顶山市 鲁山县 113.043316 33.667810 [] []
风景名胜;风景名胜;寺庙道观 110205 城隍庙 工业路与站前街交叉口东200米 河南省 平顶山市 鲁山县 112.905355 33.748387 [] []
风景名胜;公园广场;公园 110101 青年公园 东安路南段129号 河南省 平顶山市 湛河区 113.340861 33.729730 [] []
风景名胜;风景名胜;国家级景点 110202 天龙池景区 尧山镇西行5公里 河南省 平顶山市 鲁山县 112.321511 33.759710 [] []
风景名胜;风景名胜;风景名胜 110200 军时漂流 017县道附近 河南省 平顶山市 鲁山县 112.527491 33.650373 [] []
风景名胜;风景名胜相关;旅游景点 110000 尧山风景区-青龙腾云 尧山 河南省 平顶山市 鲁山县 112.298858 33.726517 [] []
风景名胜;风景名胜;风景名胜 110200 萃幽谷 017县道南150米 河南省 平顶山市 鲁山县 112.509700 33.679039 [] []
风景名胜;风景名胜;纪念馆 110204 豫西革命纪念馆 老城大街119号 河南省 平顶山市 鲁山县 112.907162 33.738396 [] []
风景名胜;风景名胜;风景名胜 110200 昭平湖景区-墨子著经阁 昭平湖景区内 河南省 平顶山市 鲁山县 112.750218 33.745735 [] []
风景名胜;风景名胜;风景名胜 110200 尧山画眉谷峡谷漂流 311国道路南 河南省 平顶山市 鲁山县 112.304447 33.780692 0375-5784368;0375-5900000 []
风景名胜;风景名胜;风景名胜 110200 妙水寺 临汝镇北李庄 河南省 平顶山市 汝州市 112.625800 34.304500 [] []
风景名胜;风景名胜;寺庙道观 110205 风穴寺 风烟线附近 河南省 平顶山市 汝州市 112.891565 34.219515 0375-6979077 []
风景名胜;风景名胜;风景名胜 110200 珍珠潭风景区 二广高速 河南省 平顶山市 鲁山县 112.515635 33.678519 [] []
风景名胜;风景名胜;风景名胜 110200 红河谷景区 [] 河南省 平顶山市 鲁山县 112.762215 33.609089 [] []
风景名胜;风景名胜相关;旅游景点 110000 莲花顶 [] 河南省 平顶山市 舞钢市 113.472050 33.263480 [] []
风景名胜;风景名胜;风景名胜 110200 灵光禅寺 尚店镇 河南省 平顶山市 舞钢市 113.414941 33.244316 [] []
