type typecode name_p address province city area lat lng telephone tag
交通设施服务;公交车站;公交车站相关 150700 长青路口(公交站) 28路;34路 河南省 平顶山市 新华区 113.288177 33.742191 [] []
交通设施服务;公交车站;公交车站相关 150700 树脂厂家属院(公交站) 38路 河南省 平顶山市 湛河区 113.323990 33.723820 [] []
交通设施服务;公交车站;公交车站相关 150700 明珠花园南门(公交站) 25路 河南省 平顶山市 湛河区 113.319115 33.720203 [] []
交通设施服务;公交车站;公交车站相关 150700 一矿职工医院(公交站) 12路 河南省 平顶山市 卫东区 113.314079 33.752171 [] []
交通设施服务;公交车站;公交车站相关 150700 蓝爵小区(公交站) 24路 河南省 平顶山市 湛河区 113.314125 33.718212 [] []
交通设施服务;公交车站;公交车站相关 150700 明珠城市花园(公交站) 617路;618路 河南省 平顶山市 湛河区 113.319832 33.720295 [] []
交通设施服务;公交车站;公交车站相关 150700 喜来登大酒店(公交站) 17路;18路;89路;617路;618路 河南省 平顶山市 湛河区 113.321312 33.721272 [] []
交通设施服务;公交车站;公交车站相关 150700 市气象局(公交站) 市客运中心站-齐务村 河南省 平顶山市 湛河区 113.293190 33.721535 [] []
交通设施服务;公交车站;公交车站相关 150700 中材环保公司(公交站) 10路 河南省 平顶山市 湛河区 113.293198 33.721542 [] []
交通设施服务;公交车站;公交车站相关 150700 水文局(公交站) 15路 河南省 平顶山市 湛河区 113.287048 33.728924 [] []
交通设施服务;公交车站;公交车站相关 150700 气象局(公交站) 3路;4路;10路;14路;17路;18路;20路;22路;27路;617路;618路 河南省 平顶山市 湛河区 113.292709 33.721687 [] []
交通设施服务;公交车站;公交车站相关 150700 牛庄(公交站) 14路;21路;31路;42路内环;42路外环;603路夜班 河南省 平顶山市 湛河区 113.306213 33.716770 [] []
交通设施服务;公交车站;公交车站相关 150700 牛庄(中远城)(公交站) 31路 河南省 平顶山市 湛河区 113.306137 33.716347 [] []
交通设施服务;公交车站;公交车站相关 150700 计生委(公交站) 26路;27路;29路;30路;30路区间;66路;67路;89路;666路 河南省 平顶山市 新华区 113.285278 33.738316 [] []
交通设施服务;公交车站;公交车站相关 150700 西体育场(公交站) 市长途汽车站-宝丰县长途汽车站 河南省 平顶山市 新华区 113.291618 33.748985 [] []
交通设施服务;公交车站;公交车站相关 150700 体育场(公交站) 1路;7路;8路;24路;33路;39路;68路;600路;600路夜班空调;601路夜班;668路夜班 河南省 平顶山市 新华区 113.291481 33.749062 [] []
交通设施服务;公交车站;公交车站相关 150700 华英学校(公交站) 16路 河南省 平顶山市 湛河区 113.330055 33.729408 [] []
交通设施服务;公交车站;公交车站相关 150700 豫基实验小学(公交站) 35路;66路 河南省 平顶山市 卫东区 113.323486 33.749771 [] []
交通设施服务;公交车站;公交车站相关 150700 彩虹路口(公交站) 15路;16路;616路夜班;Y616路 河南省 平顶山市 湛河区 113.283905 33.731819 [] []
交通设施服务;公交车站;公交车站相关 150700 工商卫东分局(公交站) 10路;40路 河南省 平顶山市 卫东区 113.331551 33.731037 [] []
交通设施服务;公交车站;公交车站相关 150700 建诚路口(公交站) 14路 河南省 平顶山市 卫东区 113.332161 33.736015 [] []
